id_campanha,ponto,data,1-Bromo-4-flurbenzeno,"2,4-D",2-Fluorobifenilo (Surrogate),2-Metilnaftaleno,Acenafteno,Acenaftileno,Acidez Total,Alaclor,Alcalinidade Total,Alcalinidade de Bicarbonato,Aldicarbe + Aldicarbe Sulfona + Aldicarbe Sulfóxido,Aldrin,Aldrin e Dieldrin,Aldrin+Dieldrin,Alumínio Total,Alumínio dissolvido,Ametrina,Amônia,Antraceno,Arsênio,Atrazina,"Atrazina + S-Clorotriazinas (DEA, DIA, DACT)",Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Boro Total,Bário Total,Carbendazim,Carbofurano,Ceriodaphnia dubia,Chumbo,Cianeto Livre,Ciproconazol,Cis-Clordano,Clordano (Isômeros),Cloreto,Cloreto Dissolvido,Cloro Residual Total,Clorofila a,Clorotalonil,Clorpirifós + Clorpirifos-oxon,Cobalto Dissolvido,Cobalto Total,Cobre Dissolvido,Cobre total,Coliformes Termotolerantes,Coliformes Totais,Condutividade Elétrica,Condutividade Elétrica (In situ),Cor Aparente,Cor Verdadeira,Criseno,Cromo,Cádmio,Cálcio Dissolvido,Cálcio Total,Cálcio total,DDD(Isomeros),DDE(Isomeros),DDT(Isomeros),"DDT(p,p-DDT, p,p-DDD, p,p-DDE)",Decano(C10),Demanda Bioquímica de Oxigênio,Demanda Química de Oxigênio,Densidade de Cianobactérias,"Dibenzo(a,h)antraceno",Dieldrin,Difenoconazol,Dimetoato + ometoato,Diuron,Docosano (C22),Dodecano(C12),Dotriacontano(C32),Dureza Cálcio,Dureza total,Déficit de OD de acordo com mg/L,Déficit de oxigênio dissolvido,Eicosano(C20),"Endosulfan (a, b, sulfato)",Endosulfan sulfato,Endrin,Enterococos/Estreptococos,Epoxiconazol,Escherichia coli,Estanho Total,Etilbenzeno,Fenantreno,Fenóis,Feoftina,Ferro Dissolvido,Ferro Total,Fipronil,Fitano(C20),Fluoranteno,Fluoreno,Fluoreto,Flutriafol,Fosfato,Fósforo Total,Fósforo Total Dissolvido,Glifosato,Glifosato + AMPA,Gution,Heneicosano(C21),Hentriacontano(C31),Heptacloro,Heptacloro + Heptacloro Epóxido,Heptacosano(C27),Heptadecano(C17),Heptatriacontano(C37),Hexaclorobenzeno,Hexacosano(C26),Hexadecano(C16),Hexatriacontano(C36),Hidroxi-Atrazina,Lindano (gama-BHC),M-Paration,Magnésio Dissolvido,Magnésio Total,Malation,Mancozebe + ETU,Manganês Dissolvido,Manganês Total,Material Flutuante,Mercúrio,Metamidofós + Acefato,Metolaclor,Metolacloro,Metoxicloro,Metribuzim,Mirex (Dodecacloropentaciclodecano),Molibdênio Total,Molinato,Naftaleno,Nitrato,Nitrato (N),Nitrito,Nitrito (N),Nitrogênio Amoniacal,Nitrogênio Inorgânico,Nitrogênio Orgânico,Nitrogênio Total,Nitrogênio Total Kjeldahl,Nonacosano(C29),Nonadecano(C19),Nonano(C9),Nonatriacontano(C39),Níquel Dissolvido,Níquel Total,Nível de Água,Octacosano(C28),Octadecano(C18),Octano(C8),Octatriacontano(C38),Ortofosfato,Ortofosfato (P) Dissolvido,Ortofosfato (P) Total,Oxigênio dissolvido,P-Terfenil-d14 (Surrogate),PCB-101,PCB-118,PCB-138,PCB-153,PCB-180,PCB-28,PCB-52,PCBs,Paraquate,Pentacosano(C25),Pentadecano(C15),Pentatriacontano(C35),Picloram,Pireno,Potencial Redox,Potencial redox,Potássio Dissolvido,Potássio Total,Pristano(C19),Profenofós,Profundidade,Propargito,Protioconazol + ProticonazolDestio,Salinidade,Simazina,Sulfato,Sulfeto,Surfactantes Aniônicos,Sílica Dissolvido,Sódio Dissolvido,Sódio Total,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,TPH Faixa Diesel (C14-C20),TPH Faixa Gasolina (C8-C11),TPH Faixa Querosene (C11-C14),TPH Faixa Óleos Lubrificantes (C20-C40),TPH Totais,Tebuconazol,Temperatura Ambiente,Temperatura ar,Temperatura da água,Tempo,Terbufós,Tetracontano(C40),Tetracosano(C24),Tetradecano(C14),Tetratriacontano(C34),Tiametoxam,Tiodicarbe,Tiram,Titânio Total,Tolueno,Trans-Clordano,Transparência,Triacontano(C30),Tricosano(C23),Tridecano(C13),Trifluralina,Trihalometanos,Tritriacontano(C33),Turbidez,Undecano(C11),Vanádio Total,Vazão,Xilenos,Zinco,a-BHC,a-Endosulfan,b-BHC,b-Endosulfan,d-BHC (Lindano),g-BHC (Lindano),m+p-Xileno,"o,p-DDD","o,p-DDE","o,p-DDT",o-Xileno,"p,p-DDD","p,p-DDE","p,p-DDT","p,p-DDT+p,p-DDE+p,p-DDD",p-Terfenil-d14 (Surrogate),pH,Índice de Estado Trófico - IET,Índice de Qualidade das Águas - IQA,Óleos e Graxas,Última Chuva
01/07/2021,AGUA_PIC_09,08/07/2021 01:07,,,,,,,,,,,,,,,,"<0,02",,,,"0,050",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,433,,16,,"<0,01","<0,001",,,,,,,,,"5,22",,,,,,,,,,,,,,,,,,,,,242000,,,,,,"<0,1","0,30",,,,,,,,"0,45",,,,,,,,,,,,,,,,,,,,,,,,"0,06",,"<0,0002",,,,,,,,,,,,,,,,,"6,0",,,,,,,"<0,01",,,,,,,,,"6,08",,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,189,"<0,3","17,0",206,,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"6,93",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,62",,,,Mais de 5 dias
01/07/2021,AGUA_PIC_10,08/07/2021 12:07,,,,,,,,,,,,,,,,N.A.,,,,N.A.,,,,,,,,,,,N.A.,,,,,,,,,,,,,N.A.,,,,,N.A.,,N.A.,,N.A.,N.A.,,,,,,,,,N.A.,,,,,,,,,,,,,,,,,,,,,N.A.,,,,,,N.A.,N.A.,,,,,,,,N.A.,,,,,,,,,,,,,,,,,,,,,,,,N.A.,,N.A.,,,,,,,,,,,,,,,,,N.A.,,,,,,,N.A.,,,,,,,,,N.A.,,,,,,,,,,,,,,,,,N.A.,,,,,,,,,,,,,,,,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,N.A.,,,,,,,,,,,,,,,,,,,N.A.,,,,,N.A.,,,,,,,,,,,,,,,,,N.A.,,,,N.A.
01/07/2021,AGUA_PIC_11,08/07/2021 11:07,,,,,,,,,,,,,,,,"0,05",,,,"0,050",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,584,,15,,"<0,01","<0,001",,,,,,,,,"5,81",,,,,,,,,,,,,,,,,,,,,80,,,,,,"0,13","0,22",,,,,,,,"0,30",,,,,,,,,,,,,,,,,,,,,,,,"0,05",,"<0,0002",,,,,,,,,,,,,,,,,"3,9",,,,,,,"<0,01",,,,,,,,,"5,54",,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,150,"<0,3","14,5",165,,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"5,23",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,62",,,,Mais de 5 dias
01/07/2021,AGUA_SUD_01,08/07/2021 11:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"54,0",,14,,"<0,01","<0,001",,,,,,,,,"3,76",,,,,,,,,,,,,,,,,,,,,112000,,,,,,"0,49","0,90",,,,,,,,"0,09",,,,,,,,,,,,,,,,,,,,,,,,"0,08",,"<0,0002",,,,,,,,,,,,,,,,,"1,2",,,,,,,"<0,01",,,,,,,,,"6,53",,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,"33,0","<0,3","20,7","53,7",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"8,70",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,88",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_02,08/07/2021 10:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"33,0",,16,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,730,,,,,,"0,23","0,43",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"<0,0002",,,,,,,,,,,,,,,,,"1,0",,,,,,,"<0,01",,,,,,,,,"7,47",,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,"24,4","<0,3",<7,"26,6",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"4,37",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,84",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_03,06/07/2021 12:07,,,,,,,,,,,,,,,,"0,06",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"31,0",,14,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,8,,,,,,"0,17","0,18",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"0,8",,,,,,,"<0,01",,,,,,,,,"4,94",,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,"29,6","<0,3",<7,"32,8",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"4,01",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,52",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_04,06/07/2021 11:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"29,0",,12,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,14,,,,,,"0,20","0,43",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"0,6",,,,,,,"<0,01",,,,,,,,,"5,76",,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,"29,2","<0,3",<7,"34,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"3,74",,,,,"<0,02",,,,,,,,,,,,,,,,,"8,00",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_05,07/07/2021 10:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"39,0",,13,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,18600,,,,,,"0,13","0,25",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"0,5",,,,,,,"<0,01",,,,,,,,,"6,22",,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,"21,6","<0,3","12,4","34,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"4,93",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,48",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_05,14/07/2021 11:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"48,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,2600,,,,,,"0,14","0,29",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"<0,0002",,,,,,,,,,,,,,,,,"1,3",,,,,,,"<0,01",,,,,,,,,"5,72",,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,"29,5","<0,3",<7,"34,8",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"5,06",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,78",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_05,20/07/2021 09:07,,,,,,,,,,,,,,,,"0,03",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"28,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1960,,,,,,"<0,1","0,24",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"1,3",,,,,,,"<0,01",,,,,,,,,"6,28",,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,"30,6","<0,3","7,8","38,4",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"11,6",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,44",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_06,07/07/2021 11:07,,,,,,,,,,,,,,,,"0,03",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"34,0",,16,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,198,,,,,,"0,33","0,88",,,,,,,,"0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,05",,"<0,0002",,,,,,,,,,,,,,,,,"0,7",,,,,,,"<0,01",,,,,,,,,"6,34",,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,"24,4","<0,3","34,4","58,8",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"17,7",,,,,"<0,02",,,,,,,,,,,,,,,,,"7,43",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_07,07/07/2021 09:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"93,0",,14,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1454,,,,,,"0,28","0,43",,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"0,6",,,,,,,"<0,01",,,,,,,,,"5,00",,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,"34,5","<0,3","14,0","48,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"7,07",,,,,"<0,02",,,,,,,,,,,,,,,,,"6,98",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_08,05/07/2021 02:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,119,,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1454,,,,,,"0,55","0,79",,,,,,,,"0,27",,,,,,,,,,,,,,,,,,,,,,,,"0,07",,"<0,0002",,,,,,,,,,,,,,,,,"0,8",,,,,,,"<0,01",,,,,,,,,"7,75",,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,"75,0","<0,3","11,0","86,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"11,1",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,59",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_08,13/07/2021 01:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"82,0",,19,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,800,,,,,,"0,52","0,63",,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,,,,,"0,06",,"<0,0002",,,,,,,,,,,,,,,,,"1,8",,,,,,,"<0,01",,,,,,,,,"7,73",,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,"91,0","<0,3",<7,"96,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"10,6",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,32",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_08,20/07/2021 03:07,,,,,,,,,,,,,,,,"0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,100,,10,,"<0,01","<0,001",,,,,,,,,"3,60",,,,,,,,,,,,,,,,,,,,,428,,,,,,"0,28","0,74",,,,,,,,"0,29",,,,,,,,,,,,,,,,,,,,,,,,"0,07",,"<0,0002",,,,,,,,,,,,,,,,,"1,5",,,,,,,"<0,01",,,,,,,,,"4,77",,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,"72,0","<0,3",<7,"74,5",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"9,45",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,67",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_09,05/07/2021 02:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"78,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,230,,,,,,"0,15","0,27",,,,,,,,"0,04",,,,,,,,,,,,,,,,,,,,,,,,"0,36",,"<0,0002",,,,,,,,,,,,,,,,,"0,5",,,,,,,"<0,01",,,,,,,,,"6,65",,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,"52,5","<0,3",<7,"59,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"7,52",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,63",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_09,13/07/2021 02:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"46,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,800,,,,,,"0,14","0,19",,,,,,,,"0,04",,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,"<0,0002",,,,,,,,,,,,,,,,,"1,8",,,,,,,"<0,01",,,,,,,,,"5,84",,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,"35,0","<0,3","9,0","44,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"4,81",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,54",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_09,20/07/2021 02:07,,,,,,,,,,,,,,,,"0,03",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"52,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,3106,,,,,,"<0,1","0,24",,,,,,,,"0,06",,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"<0,0002",,,,,,,,,,,,,,,,,"1,6",,,,,,,"<0,01",,,,,,,,,"6,12",,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,"32,0","<0,3",<7,"37,0",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"4,90",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,58",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_10,06/07/2021 08:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"63,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,3400,,,,,,"0,20","0,28",,,,,,,,"0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"0,7",,,,,,,"<0,01",,,,,,,,,"5,82",,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,"55,0","<0,3",<7,"56,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"2,84",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"8,08",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_10,14/07/2021 09:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"47,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,2092,,,,,,"0,16","0,25",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"1,4",,,,,,,"<0,01",,,,,,,,,"5,56",,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,"46,5","<0,3","12,5","59,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"2,31",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,55",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_10,20/07/2021 12:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"50,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,690,,,,,,"<0,1","0,26",,,,,,,,"0,06",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"0,8",,,,,,,"<0,01",,,,,,,,,"5,78",,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,"44,0","<0,3",<7,"50,5",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"7,58",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,53",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_11,06/07/2021 08:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,164,,10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1500,,,,,,"0,20","0,27",,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,"0,05",,"<0,0002",,,,,,,,,,,,,,,,,"1,1",,,,,,,"<0,01",,,,,,,,,"5,15",,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,"54,0","<0,3",<7,"59,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"2,35",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"8,68",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_11,14/07/2021 08:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"48,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,9100,,,,,,"0,13","0,22",,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"<0,0002",,,,,,,,,,,,,,,,,"1,1",,,,,,,"<0,01",,,,,,,,,"6,85",,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,"45,0","<0,3","9,5","54,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"2,28",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,60",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_11,20/07/2021 12:07,,,,,,,,,,,,,,,,"0,03",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"56,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,922,,,,,,"<0,1","0,25",,,,,,,,"0,04",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"1,0",,,,,,,"<0,01",,,,,,,,,"7,15",,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,"38,0","<0,3",<7,"42,5",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"7,81",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,30",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_12,07/07/2021 01:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"58,0",,14,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,3466,,,,,,"0,29","0,45",,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"0,7",,,,,,,"<0,01",,,,,,,,,"7,08",,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,"39,0","<0,3","10,0","49,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"9,49",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,60",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_12,14/07/2021 10:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"40,0",,10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1374,,,,,,"0,32","0,48",,,,,,,,"0,05",,,,,,,,,,,,,,,,,,,,,,,,"0,06",,"<0,0002",,,,,,,,,,,,,,,,,"1,1",,,,,,,"<0,01",,,,,,,,,"7,22",,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,"47,0","<0,3","19,5","66,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"15,6",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,58",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_12,20/07/2021 07:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"49,0",,10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,1632,,,,,,"<0,1","0,36",,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"0,7",,,,,,,"<0,01",,,,,,,,,"8,36",,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,"46,0","<0,3","7,5","53,5",,,,,,,,,,Nublado,,,,,,,,,,,,,,,,,,,"18,0",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"6,44",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_13,07/07/2021 12:07,,,,,,,,,,,,,,,,"0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"67,0",,13,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,12500,,,,,,"0,35","0,52",,,,,,,,"0,05",,,,,,,,,,,,,,,,,,,,,,,,"0,06",,"<0,0002",,,,,,,,,,,,,,,,,"0,9",,,,,,,"<0,01",,,,,,,,,"5,85",,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,"58,0","<0,3","19,0","77,0",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"11,7",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,43",,,,Últimos 5 dias
01/07/2021,AGUA_SUD_13,14/07/2021 10:07,,,,,,,,,,,,,,,,"<0,02",,,,"<0,001",,,,,,,,,,,"<0,01",,,,,,,,,,,,,"<0,007",,,,,"50,0",,<10,,"<0,01","<0,001",,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,10700,,,,,,"0,24","0,36",,,,,,,,"0,04",,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"<0,0002",,,,,,,,,,,,,,,,,"1,3",,,,,,,"<0,01",,,,,,,,,"5,25",,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,"36,0","<0,3",<7,"37,5",,,,,,,,,,Bom,,,,,,,,,,,,,,,,,,,"7,49",,,N.A.,,"<0,02",,,,,,,,,,,,,,,,,"7,51",,,,Últimos 5 dias
