id_campanha,ponto,data,1-Bromo-4-flurbenzeno,"2,4-D",2-Fluorobifenilo (Surrogate),2-Metilnaftaleno,Acenafteno,Acenaftileno,Acidez Total,Alaclor,Alcalinidade Total,Alcalinidade de Bicarbonato,Aldicarbe + Aldicarbe Sulfona + Aldicarbe Sulfóxido,Aldrin,Aldrin e Dieldrin,Aldrin+Dieldrin,Alumínio Total,Alumínio dissolvido,Ametrina,Amônia,Antraceno,Arsênio,Atrazina,"Atrazina + S-Clorotriazinas (DEA, DIA, DACT)",Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Boro Total,Bário Total,Carbendazim,Carbofurano,Ceriodaphnia dubia,Chumbo,Cianeto Livre,Ciproconazol,Cis-Clordano,Clordano (Isômeros),Cloreto,Cloreto Dissolvido,Cloro Residual Total,Clorofila a,Clorotalonil,Clorpirifós + Clorpirifos-oxon,Cobalto Dissolvido,Cobalto Total,Cobre Dissolvido,Cobre total,Coliformes Termotolerantes,Coliformes Totais,Condutividade Elétrica,Condutividade Elétrica (In situ),Cor Aparente,Cor Verdadeira,Criseno,Cromo,Cádmio,Cálcio Dissolvido,Cálcio Total,Cálcio total,DDD(Isomeros),DDE(Isomeros),DDT(Isomeros),"DDT(p,p-DDT, p,p-DDD, p,p-DDE)",Decano(C10),Demanda Bioquímica de Oxigênio,Demanda Química de Oxigênio,Densidade de Cianobactérias,"Dibenzo(a,h)antraceno",Dieldrin,Difenoconazol,Dimetoato + ometoato,Diuron,Docosano (C22),Dodecano(C12),Dotriacontano(C32),Dureza Cálcio,Dureza total,Déficit de OD de acordo com mg/L,Déficit de oxigênio dissolvido,Eicosano(C20),"Endosulfan (a, b, sulfato)",Endosulfan sulfato,Endrin,Enterococos/Estreptococos,Epoxiconazol,Escherichia coli,Estanho Total,Etilbenzeno,Fenantreno,Fenóis,Feoftina,Ferro Dissolvido,Ferro Total,Fipronil,Fitano(C20),Fluoranteno,Fluoreno,Fluoreto,Flutriafol,Fosfato,Fósforo Total,Fósforo Total Dissolvido,Glifosato,Glifosato + AMPA,Gution,Heneicosano(C21),Hentriacontano(C31),Heptacloro,Heptacloro + Heptacloro Epóxido,Heptacosano(C27),Heptadecano(C17),Heptatriacontano(C37),Hexaclorobenzeno,Hexacosano(C26),Hexadecano(C16),Hexatriacontano(C36),Hidroxi-Atrazina,Lindano (gama-BHC),M-Paration,Magnésio Dissolvido,Magnésio Total,Malation,Mancozebe + ETU,Manganês Dissolvido,Manganês Total,Material Flutuante,Mercúrio,Metamidofós + Acefato,Metolaclor,Metolacloro,Metoxicloro,Metribuzim,Mirex (Dodecacloropentaciclodecano),Molibdênio Total,Molinato,Naftaleno,Nitrato,Nitrato (N),Nitrito,Nitrito (N),Nitrogênio Amoniacal,Nitrogênio Inorgânico,Nitrogênio Orgânico,Nitrogênio Total,Nitrogênio Total Kjeldahl,Nonacosano(C29),Nonadecano(C19),Nonano(C9),Nonatriacontano(C39),Níquel Dissolvido,Níquel Total,Nível de Água,Octacosano(C28),Octadecano(C18),Octano(C8),Octatriacontano(C38),Ortofosfato,Ortofosfato (P) Dissolvido,Ortofosfato (P) Total,Oxigênio dissolvido,P-Terfenil-d14 (Surrogate),PCB-101,PCB-118,PCB-138,PCB-153,PCB-180,PCB-28,PCB-52,PCBs,Paraquate,Pentacosano(C25),Pentadecano(C15),Pentatriacontano(C35),Picloram,Pireno,Potencial Redox,Potencial redox,Potássio Dissolvido,Potássio Total,Pristano(C19),Profenofós,Profundidade,Propargito,Protioconazol + ProticonazolDestio,Salinidade,Simazina,Sulfato,Sulfeto,Surfactantes Aniônicos,Sílica Dissolvido,Sódio Dissolvido,Sódio Total,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,TPH Faixa Diesel (C14-C20),TPH Faixa Gasolina (C8-C11),TPH Faixa Querosene (C11-C14),TPH Faixa Óleos Lubrificantes (C20-C40),TPH Totais,Tebuconazol,Temperatura Ambiente,Temperatura ar,Temperatura da água,Tempo,Terbufós,Tetracontano(C40),Tetracosano(C24),Tetradecano(C14),Tetratriacontano(C34),Tiametoxam,Tiodicarbe,Tiram,Titânio Total,Tolueno,Trans-Clordano,Transparência,Triacontano(C30),Tricosano(C23),Tridecano(C13),Trifluralina,Trihalometanos,Tritriacontano(C33),Turbidez,Undecano(C11),Vanádio Total,Vazão,Xilenos,Zinco,a-BHC,a-Endosulfan,b-BHC,b-Endosulfan,d-BHC (Lindano),g-BHC (Lindano),m+p-Xileno,"o,p-DDD","o,p-DDE","o,p-DDT",o-Xileno,"p,p-DDD","p,p-DDE","p,p-DDT","p,p-DDT+p,p-DDE+p,p-DDD",p-Terfenil-d14 (Surrogate),pH,Índice de Estado Trófico - IET,Índice de Qualidade das Águas - IQA,Óleos e Graxas,Última Chuva
01/04/2018,SS10S,12/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,2",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"6,00",,,,,,,,,,,,,,,,,"48,0",,,,,"0,2000",,,,,,,,,,,"34,0",,"47,4","81,0",,,,,,,,"28,3","24,3",,,,,,,,,,,,,,,,,,,,"12,0",,,,,,,,,,,,,,,,,,,,,,"7,37",,,,
01/04/2018,SS110S,12/04/2018 02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"69,7",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,"5,82",,,,,,,,,,,,,,,,,"79,0",,,,,"0,2000",,,,,,,,,,,"40,0",,"18,5","58,0",,,,,,,,"31,0","25,0",,,,,,,,,,,,,,,,,,,,"28,5",,,,,,,,,,,,,,,,,,,,,,"7,50",,,,
01/04/2018,SS120F,11/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"1,38",,,,,,,,,,,,,,,,,124,,,,,"30,0",,,,,,,,,,,"48,3",,<11,"51,0",,,,,,,,,"25,0",,,,,,,,,,,,,,,,,,,,"10,3",,,,,,,,,,,,,,,,,,,,,,"6,73",,,,
01/04/2018,SS120S,11/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"6,29",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"6,08",,,,,,,,,,,,,,,,,119,,,,,"0,2000",,,,,,,,,,,"40,3",,<11,"45,0",,,,,,,,"28,8","29,0",,,,,,,,,,,,,"1,80",,,,,,,"11,0",,,,,,,,,,,,,,,,,,,,,,"6,89",,,,
01/04/2018,SS120ZF,11/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"5,88",,,,,,,,,,,,,,,,,134,,,,,"1,80",,,,,,,,,,,"37,3",,<11,"41,0",,,,,,,,,"27,8",,,,,,,,,,,,,,,,,,,,"9,72",,,,,,,,,,,,,,,,,,,,,,"6,73",,,,
01/04/2018,SS150F,10/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"0,0000",,,,,,,,,,,,,,,,,165,,,,,"45,0",,,,,,,,,,,"45,3",,<11,"48,0",,,,,,,,,"24,3",,,,,,,,,,,,,,,,,,,,"7,63",,,,,,,,,,,,,,,,,,,,,,"6,34",,,,
01/04/2018,SS150S,10/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"68,2",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,"6,10",,,,,,,,,,,,,,,,,196,,,,,"0,2000",,,,,,,,,,,"42,3",,<11,"48,0",,,,,,,,"28,9","28,0",,,,,,,,,,,,,"1,80",,,,,,,"11,5",,,,,,,,,,,,,,,,,,,,,,"6,30",,,,
01/04/2018,SS150ZF,10/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"4,35",,,,,,,,,,,,,,,,,168,,,,,"2,70",,,,,,,,,,,"42,3",,<11,"46,0",,,,,,,,,"27,0",,,,,,,,,,,,,,,,,,,,"8,93",,,,,,,,,,,,,,,,,,,,,,"6,25",,,,
01/04/2018,SS160S,10/04/2018 03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,6",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"6,10",,,,,,,,,,,,,,,,,191,,,,,"0,2000",,,,,,,,,,,"41,0",,"33,3","74,0",,,,,,,,"31,0","27,4",,,,,,,,,,,,,,,,,,,,"43,3",,,,,,,,,,,,,,,,,,,,,,"6,51",,,,
01/04/2018,SS170F,10/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"3,05",,,,,,,,,,,,,,,,,193,,,,,"14,0",,,,,,,,,,,"36,3",,<11,"37,0",,,,,,,,,"25,6",,,,,,,,,,,,,,,,,,,,"4,18",,,,,,,,,,,,,,,,,,,,,,"6,06",,,,
01/04/2018,SS170S,10/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"60,3",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"6,17",,,,,,,,,,,,,,,,,195,,,,,"0,2000",,,,,,,,,,,"48,0",,<11,"48,0",,,,,,,,"30,0","29,0",,,,,,,,,,,,,"2,00",,,,,,,"39,2",,,,,,,,,,,,,,,,,,,,,,"6,47",,,,
01/04/2018,SS170ZF,10/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"4,01",,,,,,,,,,,,,,,,,193,,,,,"3,00",,,,,,,,,,,"46,7",,<11,"47,0",,,,,,,,,"26,0",,,,,,,,,,,,,,,,,,,,"3,97",,,,,,,,,,,,,,,,,,,,,,"6,17",,,,
01/04/2018,SS190F,10/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"3,86",,,,,,,,,,,,,,,,,198,,,,,"13,0",,,,,,,,,,,"34,0",,<11,"35,0",,,,,,,,,"25,8",,,,,,,,,,,,,,,,,,,,"2,62",,,,,,,,,,,,,,,,,,,,,,"5,81",,,,
01/04/2018,SS190S,10/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"61,5",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"6,25",,,,,,,,,,,,,,,,,185,,,,,"0,2000",,,,,,,,,,,"45,7",,<11,"46,0",,,,,,,,"31,0","29,1",,,,,,,,,,,,,"3,00",,,,,,,"3,32",,,,,,,,,,,,,,,,,,,,,,"6,33",,,,
01/04/2018,SS190ZF,10/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,"4,39",,,,,,,,,,,,,,,,,256,,,,,"4,50",,,,,,,,,,,"42,0",,<11,"42,0",,,,,,,,,"27,4",,,,,,,,,,,,,,,,,,,,"11,9",,,,,,,,,,,,,,,,,,,,,,"5,98",,,,
01/04/2018,SS20S,12/04/2018 09:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,9",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,"5,63",,,,,,,,,,,,,,,,,"53,0",,,,,"0,2000",,,,,,,,,,,"74,5",,"95,0",170,,,,,,,,"27,0","24,7",,,,,,,,,,,,,,,,,,,,"98,5",,,,,,,,,,,,,,,,,,,,,,"7,46",,,,
01/04/2018,SS220F,09/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,207.0,,,,,N.A.,,,,,,,,,,,"49,7",,<11,"50,0",,,,,,,,29.0,"26,0",,,,,,,,,,,,,,,,,,,,"2,90",,,,,,,,,,,,,,,,,,,,,,6.45,,,,
01/04/2018,SS220S,09/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"63,2",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,6.45,,,,,,,,,,,,,,,,,189.0,,,,,N.A.,,,,,,,,,,,"33,7",,<11,"34,0",,,,,,,,29.0,"28,3",,,,,,,,,,,,,N.A.,,,,,,,"3,55",,,,,,,,,,,,,,,,,,,,,,6.14,,,,
01/04/2018,SS220ZF,09/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,191.0,,,,,N.A.,,,,,,,,,,,"36,7",,<11,"41,0",,,,,,,,29.0,"27,7",,,,,,,,,,,,,,,,,,,,"4,76",,,,,,,,,,,,,,,,,,,,,,6.18,,,,
01/04/2018,SS230F,09/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,179.0,,,,,N.A.,,,,,,,,,,,"33,0",,<11,"33,0",,,,,,,,33.0,"24,0",,,,,,,,,,,,,,,,,,,,"2,18",,,,,,,,,,,,,,,,,,,,,,6.58,,,,
01/04/2018,SS230S,09/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"63,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,,,,,,211.0,,,,,N.A.,,,,,,,,,,,"50,7",,<11,"51,0",,,,,,,,33.0,"26,3",,,,,,,,,,,,,N.A.,,,,,,,"2,19",,,,,,,,,,,,,,,,,,,,,,6.62,,,,
01/04/2018,SS230ZF,09/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,180.0,,,,,N.A.,,,,,,,,,,,"38,6",,<11,"39,0",,,,,,,,33.0,"25,0",,,,,,,,,,,,,,,,,,,,"2,68",,,,,,,,,,,,,,,,,,,,,,6.35,,,,
01/04/2018,SS240F,09/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,"0,0000",,,,,,,,,,,,,,,,,168.0,,,,,N.A.,,,,,,,,,,,"46,0",,<11,"48,0",,,,,,,,30.0,"24,0",,,,,,,,,,,,,,,,,,,,"12,1",,,,,,,,,,,,,,,,,,,,,,6.4,,,,
01/04/2018,SS240S,09/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"92,8",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,,,208.0,,,,,N.A.,,,,,,,,,,,"36,3",,<11,"36,3",,,,,,,,30.0,"29,0",,,,,,,,,,,,,N.A.,,,,,,,"1,93",,,,,,,,,,,,,,,,,,,,,,6.34,,,,
01/04/2018,SS240ZF,09/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,176.0,,,,,N.A.,,,,,,,,,,,"50,0",,<11,"50,0",,,,,,,,30.0,"27,1",,,,,,,,,,,,,,,,,,,,"2,60",,,,,,,,,,,,,,,,,,,,,,6.22,,,,
01/04/2018,SS250S,09/04/2018 02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,9",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,195.0,,,,,N.A.,,,,,,,,,,,"44,0",,<11,"44,0",,,,,,,,33.0,"28,3",,,,,,,,,,,,,,,,,,,,"6,05",,,,,,,,,,,,,,,,,,,,,,6.5,,,,
01/04/2018,SS30S,13/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,"4,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,4",,,,,,,,,,,,,,,,"3,69",,,,,,,,,,,,,,,,,"51,0",,,,,"0,2000",,,,,,,,,,,290,,"84,0",374,,,,,,,,"29,0","25,4",,,,,,,,,,,,,,,,,,,,"50,0",,,,,,,,,,,,,,,,,,,,,,"7,60",,,,
01/04/2018,SS70F,11/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,"3,73",,,,,,,,,,,,,,,,,135,,,,,"6,00",,,,,,,,,,,"60,0",,<11,"66,0",,,,,,,,,"26,8",,,,,,,,,,,,,,,,,,,,"20,8",,,,,,,,,,,,,,,,,,,,,,"7,11",,,,
01/04/2018,SS70S,11/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"70,9",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"6,00",,,,,,,,,,,,,,,,,137,,,,,"0,2000",,,,,,,,,,,"60,0",,<11,"71,0",,,,,,,,"32,0","29,0",,,,,,,,,,,,,"1,60",,,,,,,"17,7",,,,,,,,,,,,,,,,,,,,,,"7,20",,,,
01/04/2018,SS70ZF,11/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"4,02",,,,,,,,,,,,,,,,,124,,,,,"2,40",,,,,,,,,,,"39,3",,<11,"48,0",,,,,,,,,"28,1",,,,,,,,,,,,,,,,,,,,"15,8",,,,,,,,,,,,,,,,,,,,,,"6,96",,,,
01/04/2018,SS90F,10/04/2018 05:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"3,29",,,,,,,,,,,,,,,,,125,,,,,"14,0",,,,,,,,,,,"43,7",,<11,"44,0",,,,,,,,,"25,3",,,,,,,,,,,,,,,,,,,,"5,76",,,,,,,,,,,,,,,,,,,,,,"6,58",,,,
01/04/2018,SS90S,10/04/2018 05:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"65,8",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,"6,00",,,,,,,,,,,,,,,,,119,,,,,"0,2000",,,,,,,,,,,"48,5",,<11,"49,0",,,,,,,,"30,0","28,8",,,,,,,,,,,,,"0,8000",,,,,,,"5,47",,,,,,,,,,,,,,,,,,,,,,"6,34",,,,
01/04/2018,SS90ZF,10/04/2018 05:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,"5,09",,,,,,,,,,,,,,,,,125,,,,,"1,20",,,,,,,,,,,"38,3",,<11,"40,0",,,,,,,,,"26,3",,,,,,,,,,,,,,,,,,,,"6,46",,,,,,,,,,,,,,,,,,,,,,"6,66",,,,
01/04/2019,AN010S,24/04/2019 02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,1100,,"33,6",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,1.0862876969820006,"52,5",,,,,,,,,,,,,"1,83",,,,,,,,,"<0,01","<0,01",,,,,,,,,,,,,,,,,,,,,,,"0,07",,,,,,,,,,,,,"0,14",,,,,,"0,6",,,,,,,,,,,,,,,,"7,20",,,,,,,,,,,,,,,,,"58,0",,,,,"0,2000",,,,,<1,,"<0,3",,,,"32,6",,"28,2","60,8",,,,,,,,"32,8","24,3",,,,,,,,,,,,,,,,,,,,"43,7",,,,,,,,,,,,,,,,,,,,,,"6,63",,,"<2,5",
01/04/2019,AN020S,24/04/2019 02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,1800,,"31,4",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,2.1770424401919977,"78,8",,,,,,,,,,,,,"2,76",,,,,,,,,"<0,01","<0,01",,,,,,,,,,,,,,,,,,,,,,,"0,05",,,,,,,,,,,,,"0,23",,,,,,"0,8",,,,,,,,,,,,,,,,"6,03",,,,,,,,,,,,,,,,,"99,0",,,,,"0,2000",,,,,<1,,"<0,3",,,,"29,0",,"84,8",114,,,,,,,,"32,1","24,8",,,,,,,,,,,,,,,,,,,,"78,6",,,,,,,,,,,,,,,,,,,,,,"7,66",,,"<2,5",
