sitio_cod,zona,ano,mes,dia,paramet,unidade,result
SS170,S,2015,maio,21.0,turbidez,ntu,10
SS170,S,2022,janeiro,19.0,turbidez,ntu,10.5
SS170,S,2021,abril,28.0,turbidez,ntu,11.4
SS170,S,2018,janeiro,10.0,turbidez,ntu,12
SS170,S,2017,fevereiro,21.0,turbidez,ntu,12.5
SS170,S,2021,abril,28.0,clorofila a,,19.2
SS170,S,2018,abril,10.0,turbidez,ntu,39.2
SS190,S,2019,julho,17.0,turbidez,ntu,0.97
SS190,S,2017,janeiro,16.0,clorofila a,,1.07
SS190,S,2018,janeiro,10.0,clorofila a,,1.07
SS190,S,2019,janeiro,16.0,clorofila a,,1.07
SS190,S,2020,janeiro,15.0,clorofila a,,1.07
SS190,S,2022,janeiro,11.0,clorofila a,,1.07
SS190,S,2016,abril,18.0,clorofila a,,1.07
SS190,S,2017,abril,16.0,clorofila a,,1.07
SS190,S,2018,abril,10.0,clorofila a,,1.07
SS190,S,2019,abril,17.0,clorofila a,,1.07
SS190,S,2016,julho,19.0,clorofila a,,1.07
SS190,S,2018,julho,11.0,clorofila a,,1.07
SS190,S,2019,julho,17.0,clorofila a,,1.07
SS190,S,2021,julho,24.0,clorofila a,,1.07
SS190,S,2015,fevereiro,12.0,clorofila a,,1.07
SS190,S,2016,fevereiro,10.0,clorofila a,,1.07
SS190,S,2018,fevereiro,9.0,clorofila a,,1.07
SS190,S,2019,fevereiro,3.0,clorofila a,,1.07
SS190,S,2021,fevereiro,8.0,clorofila a,,1.07
SS190,S,2022,fevereiro,12.0,clorofila a,,1.07
SS190,S,2017,fevereiro,21.0,clorofila a,,1.07
SS190,S,2018,julho,11.0,turbidez,ntu,1.48
SS190,S,2022,julho,18.0,turbidez,ntu,1.59
SS190,S,2016,janeiro,23.0,turbidez,ntu,1.63
SS190,S,2016,fevereiro,10.0,turbidez,ntu,1.63
SS190,S,2019,fevereiro,3.0,turbidez,ntu,2
SS190,S,2017,abril,16.0,turbidez,ntu,2.06
SS190,S,2022,abril,19.0,clorofila a,,2.14
SS190,S,2015,julho,28.0,turbidez,ntu,2.14
SS190,S,2022,abril,19.0,turbidez,ntu,2.15
SS190,S,2014,agosto,29.0,turbidez,ntu,2.41
SS190,S,2019,abril,17.0,turbidez,ntu,2.42
SS190,S,2021,julho,24.0,turbidez,ntu,2.61
SS190,S,2016,janeiro,23.0,clorofila a,,2.67
SS190,S,2016,abril,18.0,turbidez,ntu,2.98
SS190,S,2015,marco,3.0,clorofila a,,3
SS190,S,2015,maio,21.0,clorofila a,,3
SS190,S,2015,julho,28.0,clorofila a,,3
SS190,S,2014,agosto,29.0,clorofila a,,3
SS190,S,2014,janeiro,20.0,clorofila a,,3
SS190,S,2016,julho,19.0,turbidez,ntu,3.31
SS190,S,2018,abril,10.0,turbidez,ntu,3.32
SS190,S,2019,janeiro,16.0,turbidez,ntu,3.46
SS190,S,2022,janeiro,11.0,turbidez,ntu,3.83
SS190,S,2015,fevereiro,12.0,turbidez,ntu,4.03
SS190,S,2022,julho,18.0,clorofila a,,4.27
SS190,S,2020,fevereiro,29.0,clorofila a,,4.27
SS190,S,2020,janeiro,15.0,turbidez,ntu,4.39
SS190,S,2018,janeiro,10.0,turbidez,ntu,4.51
SS190,S,2022,fevereiro,12.0,turbidez,ntu,4.53
SS190,S,2015,marco,3.0,turbidez,ntu,4.61
SS190,S,2021,janeiro,29.0,turbidez,ntu,4.69
SS190,S,2015,maio,21.0,turbidez,ntu,4.85
SS190,S,2017,janeiro,16.0,turbidez,ntu,5.18
SS190,S,2017,fevereiro,21.0,turbidez,ntu,6.35
SS190,S,2014,janeiro,20.0,turbidez,ntu,6.36
SS190,S,2021,janeiro,29.0,clorofila a,,6.41
SS190,S,2021,fevereiro,8.0,turbidez,ntu,6.95
SS190,S,2018,fevereiro,9.0,turbidez,ntu,8.31
SS190,S,2021,abril,30.0,clorofila a,,8.54
SS190,S,2021,abril,30.0,turbidez,ntu,9.01
SS190,S,2020,fevereiro,29.0,turbidez,ntu,15.1
SS20,S,2022,janeiro,19.0,clorofila a,,1.07
SS20,S,2022,abril,14.0,clorofila a,,1.07
SS20,S,2022,julho,22.0,clorofila a,,1.07
SS20,S,2015,fevereiro,15.0,turbidez,ntu,1.49
SS20,S,2019,fevereiro,5.0,turbidez,ntu,2.35
SS20,S,2014,agosto,31.0,turbidez,ntu,2.37
SS20,S,2016,julho,18.0,turbidez,ntu,2.93
SS20,S,2015,fevereiro,26.0,clorofila a,,3
SS20,S,2015,julho,29.0,turbidez,ntu,3.11
SS20,S,2019,julho,19.0,turbidez,ntu,3.43
SS20,S,2021,julho,23.0,turbidez,ntu,3.58
SS20,S,2018,julho,10.0,turbidez,ntu,4.09
SS20,S,2021,fevereiro,7.0,turbidez,ntu,4.72
SS20,S,2016,fevereiro,11.0,turbidez,ntu,4.84
SS20,S,2018,fevereiro,9.0,turbidez,ntu,6.63
SS20,S,2020,junho,28.0,turbidez,ntu,6.85
SS20,S,2022,fevereiro,6.0,turbidez,ntu,8.35
SS20,S,2022,julho,22.0,turbidez,ntu,11
SS20,S,2017,janeiro,15.0,turbidez,ntu,15.2
SS20,S,2020,fevereiro,31.0,turbidez,ntu,17.1
SS20,S,2016,abril,16.0,turbidez,ntu,17.2
SS20,S,2015,maio,19.0,turbidez,ntu,19.5
SS20,S,2019,janeiro,18.0,turbidez,ntu,26.7
SS20,S,2021,abril,29.0,turbidez,ntu,30
SS20,S,2022,abril,14.0,turbidez,ntu,38.8
SS20,S,2015,fevereiro,26.0,turbidez,ntu,40.8
SS20,S,2020,janeiro,16.0,turbidez,ntu,53.3
SS20,S,2021,janeiro,28.0,turbidez,ntu,61.1
SS20,S,2017,abril,14.0,turbidez,ntu,63
SS20,S,2014,janeiro,18.0,turbidez,ntu,66.7
SS20,S,2022,janeiro,19.0,turbidez,ntu,75.1
SS20,S,2017,fevereiro,27.0,turbidez,ntu,85.5
SS20,S,2018,janeiro,11.0,turbidez,ntu,87.4
SS20,S,2018,abril,12.0,turbidez,ntu,98.5
SS20,S,2016,janeiro,26.0,turbidez,ntu,169
SS20,S,2019,abril,18.0,turbidez,ntu,176
SS220,S,2020,junho,26.0,turbidez,ntu,1.05
SS220,S,2017,janeiro,18.0,clorofila a,,1.07
SS220,S,2018,janeiro,9.0,clorofila a,,1.07
SS220,S,2019,janeiro,17.0,clorofila a,,1.07
SS220,S,2020,janeiro,16.0,clorofila a,,1.07
SS220,S,2021,janeiro,29.0,clorofila a,,1.07
SS220,S,2022,janeiro,11.0,clorofila a,,1.07
SS220,S,2016,abril,18.0,clorofila a,,1.07
SS220,S,2017,abril,17.0,clorofila a,,1.07
SS220,S,2018,abril,9.0,clorofila a,,1.07
SS220,S,2019,abril,18.0,clorofila a,,1.07
SS220,S,2020,junho,26.0,clorofila a,,1.07
SS220,S,2016,julho,19.0,clorofila a,,1.07
SS220,S,2018,julho,12.0,clorofila a,,1.07
SS220,S,2019,julho,18.0,clorofila a,,1.07
SS220,S,2015,fevereiro,13.0,clorofila a,,1.07
SS220,S,2019,fevereiro,4.0,clorofila a,,1.07
SS220,S,2021,fevereiro,8.0,clorofila a,,1.07
SS220,S,2022,fevereiro,12.0,clorofila a,,1.07
SS220,S,2017,fevereiro,20.0,clorofila a,,1.07
SS220,S,2016,fevereiro,8.0,turbidez,ntu,1.18
SS220,S,2019,fevereiro,4.0,turbidez,ntu,1.28
SS220,S,2019,julho,18.0,turbidez,ntu,1.48
SS220,S,2022,julho,18.0,turbidez,ntu,2.06
SS220,S,2022,janeiro,11.0,turbidez,ntu,2.09
SS220,S,2021,abril,30.0,clorofila a,,2.14
SS220,S,2022,abril,13.0,clorofila a,,2.14
SS220,S,2021,julho,24.0,clorofila a,,2.14
SS220,S,2016,fevereiro,8.0,clorofila a,,2.14
SS220,S,2014,agosto,28.0,turbidez,ntu,2.39
SS220,S,2017,abril,17.0,turbidez,ntu,2.58
SS220,S,2016,janeiro,25.0,clorofila a,,2.67
SS220,S,2017,janeiro,18.0,turbidez,ntu,2.73
SS220,S,2018,julho,12.0,turbidez,ntu,2.9
SS220,S,2015,marco,2.0,clorofila a,,3
SS220,S,2015,maio,20.0,clorofila a,,3
SS220,S,2015,julho,28.0,clorofila a,,3
SS220,S,2014,agosto,28.0,clorofila a,,3
SS220,S,2014,janeiro,20.0,clorofila a,,3
SS220,S,2019,abril,18.0,turbidez,ntu,3.07
SS220,S,2016,janeiro,25.0,turbidez,ntu,3.21
SS220,S,2016,julho,19.0,turbidez,ntu,3.24
SS220,S,2014,janeiro,20.0,turbidez,ntu,3.39
SS220,S,2020,fevereiro,29.0,turbidez,ntu,3.47
SS220,S,2018,abril,9.0,turbidez,ntu,3.55
SS220,S,2022,abril,13.0,turbidez,ntu,3.57
SS220,S,2016,abril,18.0,turbidez,ntu,3.62
SS220,S,2021,janeiro,29.0,turbidez,ntu,3.76
SS220,S,2019,janeiro,17.0,turbidez,ntu,3.77
SS220,S,2020,janeiro,16.0,turbidez,ntu,3.88
SS220,S,2015,marco,2.0,turbidez,ntu,4.18
SS220,S,2021,julho,24.0,turbidez,ntu,4.24
SS220,S,2018,janeiro,9.0,turbidez,ntu,4.26
SS220,S,2022,julho,18.0,clorofila a,,4.27
SS220,S,2021,abril,30.0,turbidez,ntu,4.55
SS220,S,2018,fevereiro,10.0,turbidez,ntu,4.67
SS220,S,2015,maio,20.0,turbidez,ntu,5.04
SS220,S,2021,fevereiro,8.0,turbidez,ntu,5.15
SS220,S,2017,fevereiro,20.0,turbidez,ntu,6.31
SS220,S,2015,julho,28.0,turbidez,ntu,7.37
SS220,S,2015,fevereiro,13.0,turbidez,ntu,8.91
SS220,S,2022,fevereiro,12.0,turbidez,ntu,11.1
SS220,S,2020,fevereiro,29.0,clorofila a,,20.3
SS220,S,2018,fevereiro,10.0,clorofila a,,42.7
SS230,S,2015,julho,28.0,turbidez,ntu,0.22
SS230,S,2016,fevereiro,8.0,turbidez,ntu,0.87
SS230,S,2019,julho,18.0,turbidez,ntu,1.06
SS230,S,2017,janeiro,18.0,clorofila a,,1.07
SS230,S,2018,janeiro,10.0,clorofila a,,1.07
SS230,S,2019,janeiro,18.0,clorofila a,,1.07
SS230,S,2020,janeiro,16.0,clorofila a,,1.07
SS230,S,2022,janeiro,11.0,clorofila a,,1.07
SS230,S,2016,abril,18.0,clorofila a,,1.07
SS230,S,2017,abril,17.0,clorofila a,,1.07
SS230,S,2018,abril,9.0,clorofila a,,1.07
SS230,S,2019,abril,18.0,clorofila a,,1.07
SS230,S,2020,junho,26.0,clorofila a,,1.07
SS230,S,2016,julho,19.0,clorofila a,,1.07
SS230,S,2018,julho,12.0,clorofila a,,1.07
SS230,S,2019,julho,18.0,clorofila a,,1.07
SS230,S,2021,julho,24.0,clorofila a,,1.07
SS230,S,2022,julho,19.0,clorofila a,,1.07
SS230,S,2015,fevereiro,12.0,clorofila a,,1.07
SS230,S,2016,fevereiro,8.0,clorofila a,,1.07
SS230,S,2018,fevereiro,10.0,clorofila a,,1.07
SS230,S,2019,fevereiro,4.0,clorofila a,,1.07
SS230,S,2021,fevereiro,8.0,clorofila a,,1.07
SS230,S,2022,fevereiro,12.0,clorofila a,,1.07
SS230,S,2017,fevereiro,20.0,clorofila a,,1.07
SS230,S,2019,fevereiro,4.0,turbidez,ntu,1.07
SS230,S,2020,junho,26.0,turbidez,ntu,1.29
SS230,S,2016,julho,19.0,turbidez,ntu,1.32
SS230,S,2018,julho,12.0,turbidez,ntu,1.52
SS230,S,2022,abril,13.0,turbidez,ntu,1.56
SS230,S,2021,fevereiro,8.0,turbidez,ntu,1.59
SS230,S,2017,abril,17.0,turbidez,ntu,1.6
SS230,S,2020,fevereiro,29.0,turbidez,ntu,1.69
SS230,S,2014,agosto,28.0,turbidez,ntu,1.78
SS230,S,2015,fevereiro,12.0,turbidez,ntu,1.94
SS230,S,2022,fevereiro,12.0,turbidez,ntu,1.95
SS230,S,2022,julho,19.0,turbidez,ntu,2.08
SS230,S,2016,abril,18.0,turbidez,ntu,2.11
SS230,S,2021,abril,29.0,clorofila a,,2.14
SS230,S,2022,abril,13.0,clorofila a,,2.14
SS230,S,2018,abril,9.0,turbidez,ntu,2.19
SS230,S,2016,janeiro,25.0,turbidez,ntu,2.2
SS230,S,2021,janeiro,29.0,turbidez,ntu,2.25
SS230,S,2019,abril,18.0,turbidez,ntu,2.4
SS230,S,2014,janeiro,20.0,turbidez,ntu,2.42
SS230,S,2018,janeiro,10.0,turbidez,ntu,2.49
SS230,S,2020,janeiro,16.0,turbidez,ntu,2.54
SS230,S,2016,janeiro,25.0,clorofila a,,2.67
SS230,S,2019,janeiro,18.0,turbidez,ntu,2.83
SS230,S,2017,fevereiro,20.0,turbidez,ntu,2.86
SS230,S,2022,janeiro,11.0,turbidez,ntu,2.89
SS230,S,2015,marco,2.0,clorofila a,,3
SS230,S,2015,maio,20.0,clorofila a,,3
SS230,S,2015,julho,28.0,clorofila a,,3
SS230,S,2014,agosto,28.0,clorofila a,,3
SS230,S,2014,janeiro,20.0,clorofila a,,3
SS230,S,2015,marco,2.0,turbidez,ntu,3.11
SS230,S,2018,fevereiro,10.0,turbidez,ntu,3.46
SS230,S,2021,julho,24.0,turbidez,ntu,4.34
SS230,S,2017,janeiro,18.0,turbidez,ntu,4.78
SS230,S,2015,maio,20.0,turbidez,ntu,7.1
SS230,S,2020,fevereiro,29.0,clorofila a,,7.48
SS230,S,2021,abril,29.0,turbidez,ntu,10.6
SS230,S,2021,janeiro,29.0,clorofila a,,15
SS240,S,2015,julho,28.0,turbidez,ntu,0.1
SS240,S,2016,fevereiro,8.0,turbidez,ntu,0.73
SS240,S,2014,janeiro,20.0,turbidez,ntu,0.86
SS240,S,2015,fevereiro,12.0,turbidez,ntu,0.92
SS240,S,2017,janeiro,16.0,clorofila a,,1.07
SS240,S,2018,janeiro,9.0,clorofila a,,1.07
SS240,S,2019,janeiro,17.0,clorofila a,,1.07
SS240,S,2020,janeiro,16.0,clorofila a,,1.07
SS240,S,2021,janeiro,29.0,clorofila a,,1.07
SS240,S,2022,janeiro,10.0,clorofila a,,1.07
SS240,S,2016,abril,18.0,clorofila a,,1.07
SS240,S,2017,abril,17.0,clorofila a,,1.07
SS240,S,2018,abril,9.0,clorofila a,,1.07
SS240,S,2019,abril,18.0,clorofila a,,1.07
SS240,S,2022,abril,13.0,clorofila a,,1.07
SS240,S,2020,junho,26.0,clorofila a,,1.07
SS240,S,2016,julho,19.0,clorofila a,,1.07
SS240,S,2018,julho,12.0,clorofila a,,1.07
SS240,S,2019,julho,18.0,clorofila a,,1.07
SS240,S,2021,julho,24.0,clorofila a,,1.07
SS240,S,2022,julho,19.0,clorofila a,,1.07
SS240,S,2015,fevereiro,12.0,clorofila a,,1.07
SS240,S,2016,fevereiro,8.0,clorofila a,,1.07
SS240,S,2018,fevereiro,10.0,clorofila a,,1.07
SS240,S,2019,fevereiro,4.0,clorofila a,,1.07
SS240,S,2020,fevereiro,29.0,clorofila a,,1.07
SS240,S,2021,fevereiro,8.0,clorofila a,,1.07
SS240,S,2022,fevereiro,11.0,clorofila a,,1.07
SS240,S,2021,janeiro,18.0,clorofila a,,1.07
SS240,S,2017,fevereiro,20.0,clorofila a,,1.07
SS240,S,2019,julho,18.0,turbidez,ntu,1.07
SS240,S,2020,junho,26.0,turbidez,ntu,1.28
SS240,S,2022,julho,19.0,turbidez,ntu,1.44
SS240,S,2017,abril,17.0,turbidez,ntu,1.45
SS240,S,2018,julho,12.0,turbidez,ntu,1.45
SS240,S,2021,fevereiro,8.0,turbidez,ntu,1.45
SS240,S,2016,janeiro,23.0,turbidez,ntu,1.49
SS240,S,2022,abril,13.0,turbidez,ntu,1.5
SS240,S,2016,julho,19.0,turbidez,ntu,1.57
SS240,S,2022,janeiro,10.0,turbidez,ntu,1.65
SS240,S,2021,julho,24.0,turbidez,ntu,1.68
SS240,S,2019,fevereiro,4.0,turbidez,ntu,1.68
SS240,S,2020,fevereiro,29.0,turbidez,ntu,1.7
SS240,S,2021,janeiro,29.0,turbidez,ntu,1.87
SS240,S,2020,janeiro,16.0,turbidez,ntu,1.93
SS240,S,2018,abril,9.0,turbidez,ntu,1.93
SS240,S,2022,fevereiro,11.0,turbidez,ntu,1.94
SS240,S,2014,agosto,28.0,turbidez,ntu,1.95
SS240,S,2016,abril,18.0,turbidez,ntu,1.97
SS240,S,2021,abril,30.0,clorofila a,,2.14
SS240,S,2019,abril,18.0,turbidez,ntu,2.33
SS240,S,2018,fevereiro,10.0,turbidez,ntu,2.33
SS240,S,2017,fevereiro,20.0,turbidez,ntu,2.37
SS240,S,2018,janeiro,9.0,turbidez,ntu,2.44
SS240,S,2017,janeiro,16.0,turbidez,ntu,2.5
SS240,S,2015,marco,2.0,turbidez,ntu,2.63
SS240,S,2016,janeiro,23.0,clorofila a,,2.67
SS240,S,2019,janeiro,17.0,turbidez,ntu,2.67
SS240,S,2015,marco,2.0,clorofila a,,3
SS240,S,2015,maio,20.0,clorofila a,,3
SS240,S,2015,julho,28.0,clorofila a,,3
SS240,S,2014,agosto,28.0,clorofila a,,3
SS240,S,2014,janeiro,20.0,clorofila a,,3
SS240,S,2015,maio,20.0,turbidez,ntu,7.15
SS240,S,2021,abril,30.0,turbidez,ntu,9.75
SS250,S,2014,janeiro,18.0,turbidez,ntu,0.47
SS250,S,2015,fevereiro,13.0,turbidez,ntu,0.95
SS250,S,2016,fevereiro,7.0,turbidez,ntu,0.99
SS250,S,2022,janeiro,10.0,clorofila a,,1.07
SS250,S,2022,abril,14.0,clorofila a,,1.07
SS250,S,2022,julho,18.0,clorofila a,,1.07
SS250,S,2021,fevereiro,5.0,turbidez,ntu,1.15
SS250,S,2020,fevereiro,27.0,turbidez,ntu,1.39
SS250,S,2018,fevereiro,10.0,turbidez,ntu,1.43
SS250,S,2018,julho,12.0,turbidez,ntu,1.52
SS250,S,2019,julho,16.0,turbidez,ntu,1.52
SS250,S,2016,julho,17.0,turbidez,ntu,1.88
SS250,S,2015,julho,27.0,turbidez,ntu,2.01
SS250,S,2014,agosto,27.0,turbidez,ntu,2.05
SS250,S,2020,junho,26.0,turbidez,ntu,2.37
SS250,S,2015,fevereiro,25.0,clorofila a,,3
SS250,S,2014,agosto,27.0,clorofila a,,3
SS250,S,2022,julho,18.0,turbidez,ntu,3.14
SS250,S,2019,fevereiro,3.0,turbidez,ntu,3.36
SS250,S,2017,janeiro,13.0,turbidez,ntu,3.64
SS250,S,2015,fevereiro,25.0,turbidez,ntu,3.64
SS250,S,2017,fevereiro,20.0,turbidez,ntu,3.97
SS250,S,2021,julho,21.0,turbidez,ntu,4.48
SS250,S,2021,janeiro,28.0,turbidez,ntu,4.97
SS250,S,2022,fevereiro,11.0,turbidez,ntu,5.06
SS250,S,2018,abril,9.0,turbidez,ntu,6.05
SS250,S,2019,janeiro,15.0,turbidez,ntu,6.08
SS250,S,2022,janeiro,10.0,turbidez,ntu,6.16
SS250,S,2016,janeiro,25.0,turbidez,ntu,6.21
SS250,S,2017,abril,13.0,turbidez,ntu,6.21
SS250,S,2020,janeiro,14.0,turbidez,ntu,7.6
SS250,S,2019,abril,16.0,turbidez,ntu,8.43
SS250,S,2022,abril,14.0,turbidez,ntu,8.96
SS250,S,2015,maio,19.0,turbidez,ntu,9.31
SS250,S,2018,janeiro,11.0,turbidez,ntu,10.5
SS250,S,2021,abril,27.0,turbidez,ntu,10.9
SS250,S,2016,abril,14.0,turbidez,ntu,16.7
SS30,S,2022,janeiro,14.0,clorofila a,,1.07
SS30,S,2015,fevereiro,26.0,clorofila a,,3
SS30,S,2021,fevereiro,5.0,turbidez,ntu,3.3
SS30,S,2019,fevereiro,3.0,turbidez,ntu,5.94
SS30,S,2021,julho,21.0,turbidez,ntu,6.31
SS30,S,2015,fevereiro,17.0,turbidez,ntu,6.77
SS30,S,2015,julho,29.0,turbidez,ntu,7.07
SS30,S,2014,janeiro,18.0,turbidez,ntu,12.7
SS30,S,2015,maio,24.0,turbidez,ntu,13.7
SS30,S,2015,fevereiro,26.0,turbidez,ntu,17.9
SS30,S,2016,julho,21.0,turbidez,ntu,20.2
SS30,S,2016,fevereiro,7.0,turbidez,ntu,21.5
SS30,S,2018,julho,13.0,turbidez,ntu,26.1
SS30,S,2018,janeiro,11.0,turbidez,ntu,47.7
SS30,S,2021,janeiro,26.0,turbidez,ntu,48
SS30,S,2018,abril,13.0,turbidez,ntu,50
SS30,S,2017,fevereiro,26.0,turbidez,ntu,55.5
SS30,S,2016,abril,14.0,turbidez,ntu,55.6
SS30,S,2019,janeiro,15.0,turbidez,ntu,58.4
SS30,S,2017,abril,13.0,turbidez,ntu,64.2
SS30,S,2022,fevereiro,13.0,turbidez,ntu,66
SS30,S,2020,junho,25.0,turbidez,ntu,70.6
SS30,S,2020,janeiro,14.0,turbidez,ntu,75.3
SS30,S,2017,janeiro,13.0,turbidez,ntu,75.7
SS30,S,2019,abril,16.0,turbidez,ntu,81.2
SS30,S,2019,julho,16.0,turbidez,ntu,83.1
SS30,S,2022,janeiro,14.0,turbidez,ntu,87.7
SS30,S,2018,fevereiro,9.0,turbidez,ntu,88.4
SS30,S,2021,abril,27.0,turbidez,ntu,90.2
SS30,S,2020,fevereiro,27.0,turbidez,ntu,116
SS30,S,2016,janeiro,27.0,turbidez,ntu,170
SS30,S,2020,fevereiro,27.0,clorofila a,,196
SS70,S,2019,janeiro,18.0,clorofila a,,1.07
SS70,S,2020,janeiro,17.0,clorofila a,,1.07
SS70,S,2016,abril,19.0,clorofila a,,1.07
SS70,S,2018,abril,11.0,clorofila a,,1.07
SS70,S,2019,abril,19.0,clorofila a,,1.07
SS70,S,2020,junho,28.0,clorofila a,,1.07
SS70,S,2016,julho,20.0,clorofila a,,1.07
SS70,S,2018,julho,13.0,clorofila a,,1.07
SS70,S,2019,julho,19.0,clorofila a,,1.07
SS70,S,2015,fevereiro,14.0,clorofila a,,1.07
SS70,S,2016,fevereiro,9.0,clorofila a,,1.07
SS70,S,2018,fevereiro,11.0,clorofila a,,1.07
SS70,S,2019,fevereiro,5.0,clorofila a,,1.07
SS70,S,2021,fevereiro,6.0,clorofila a,,1.07
SS70,S,2022,fevereiro,6.0,clorofila a,,1.07
SS70,S,2017,fevereiro,22.0,clorofila a,,1.07
SS70,S,2018,janeiro,8.0,clorofila a,,1.78
SS70,S,2021,julho,23.0,clorofila a,,1.78
SS70,S,2020,junho,28.0,turbidez,ntu,2.07
SS70,S,2022,janeiro,12.0,clorofila a,,2.14
SS70,S,2017,abril,18.0,clorofila a,,2.14
SS70,S,2021,abril,28.0,clorofila a,,2.14
SS70,S,2019,julho,19.0,turbidez,ntu,2.21
SS70,S,2018,julho,13.0,turbidez,ntu,2.53
SS70,S,2016,janeiro,24.0,clorofila a,,2.67
SS70,S,2015,marco,1.0,clorofila a,,3
SS70,S,2015,maio,22.0,clorofila a,,3
SS70,S,2015,julho,27.0,clorofila a,,3
SS70,S,2014,agosto,30.0,clorofila a,,3
SS70,S,2014,janeiro,19.0,clorofila a,,3
SS70,S,2016,julho,20.0,turbidez,ntu,3.14
SS70,S,2022,abril,21.0,clorofila a,,3.2
SS70,S,2016,fevereiro,9.0,turbidez,ntu,3.76
SS70,S,2022,julho,20.0,turbidez,ntu,5.02
SS70,S,2014,agosto,30.0,turbidez,ntu,5.07
SS70,S,2016,abril,19.0,turbidez,ntu,5.97
SS70,S,2022,julho,20.0,clorofila a,,6.41
SS70,S,2019,fevereiro,5.0,turbidez,ntu,6.61
SS70,S,2019,abril,19.0,turbidez,ntu,7.8
SS70,S,2015,julho,27.0,turbidez,ntu,8.47
SS70,S,2017,abril,18.0,turbidez,ntu,10.7
SS70,S,2022,abril,21.0,turbidez,ntu,10.7
SS70,S,2015,maio,22.0,turbidez,ntu,11.5
SS70,S,2021,abril,28.0,turbidez,ntu,15.1
SS70,S,2017,janeiro,17.0,clorofila a,,17.1
SS70,S,2021,janeiro,27.0,clorofila a,,17.1
SS70,S,2018,abril,11.0,turbidez,ntu,17.7
SS70,S,2021,julho,23.0,turbidez,ntu,19.4
SS70,S,2022,fevereiro,6.0,turbidez,ntu,19.6
SS70,S,2018,fevereiro,11.0,turbidez,ntu,21
SS70,S,2020,fevereiro,30.0,clorofila a,,22.4
SS70,S,2014,janeiro,19.0,turbidez,ntu,23.7
SS70,S,2019,janeiro,18.0,turbidez,ntu,27.1
SS70,S,2021,janeiro,27.0,turbidez,ntu,30
SS70,S,2017,fevereiro,22.0,turbidez,ntu,31.8
SS70,S,2020,janeiro,17.0,turbidez,ntu,34.8
SS70,S,2021,fevereiro,6.0,turbidez,ntu,34.9
SS70,S,2020,fevereiro,30.0,turbidez,ntu,36.1
SS70,S,2022,janeiro,12.0,turbidez,ntu,37.3
SS70,S,2015,marco,1.0,turbidez,ntu,38
SS70,S,2015,fevereiro,14.0,turbidez,ntu,38.4
SS70,S,2017,janeiro,17.0,turbidez,ntu,40.6
SS70,S,2016,janeiro,24.0,turbidez,ntu,40.8
SS70,S,2018,janeiro,8.0,turbidez,ntu,201
SS90,S,2017,janeiro,17.0,clorofila a,,1.07
SS90,S,2018,janeiro,8.0,clorofila a,,1.07
SS90,S,2019,janeiro,18.0,clorofila a,,1.07
SS90,S,2020,janeiro,17.0,clorofila a,,1.07
SS90,S,2021,janeiro,28.0,clorofila a,,1.07
SS90,S,2016,abril,17.0,clorofila a,,1.07
SS90,S,2017,abril,18.0,clorofila a,,1.07
SS90,S,2018,abril,10.0,clorofila a,,1.07
SS90,S,2019,abril,18.0,clorofila a,,1.07
SS90,S,2020,junho,28.0,clorofila a,,1.07
SS90,S,2016,julho,20.0,clorofila a,,1.07
SS90,S,2018,julho,12.0,clorofila a,,1.07
SS90,S,2019,julho,19.0,clorofila a,,1.07
SS90,S,2021,julho,23.0,clorofila a,,1.07
SS90,S,2022,julho,22.0,clorofila a,,1.07
SS90,S,2015,fevereiro,14.0,clorofila a,,1.07
SS90,S,2016,fevereiro,11.0,clorofila a,,1.07
SS90,S,2019,fevereiro,4.0,clorofila a,,1.07
SS90,S,2020,fevereiro,31.0,clorofila a,,1.07
SS90,S,2021,fevereiro,7.0,clorofila a,,1.07
SS90,S,2017,fevereiro,21.0,clorofila a,,1.07
SS90,S,2019,julho,19.0,turbidez,ntu,1.22
SS90,S,2022,julho,22.0,turbidez,ntu,1.73
SS90,S,2022,janeiro,17.0,clorofila a,,2.14
SS90,S,2016,julho,20.0,turbidez,ntu,2.24
SS90,S,2016,fevereiro,11.0,turbidez,ntu,2.63
SS90,S,2016,janeiro,24.0,clorofila a,,2.67
SS90,S,2018,julho,12.0,turbidez,ntu,2.93
SS90,S,2015,marco,1.0,clorofila a,,3
SS90,S,2015,maio,22.0,clorofila a,,3
SS90,S,2014,agosto,31.0,clorofila a,,3
SS90,S,2014,janeiro,19.0,clorofila a,,3
SS90,S,2015,fevereiro,14.0,turbidez,ntu,3.43
SS90,S,2019,fevereiro,4.0,turbidez,ntu,3.69
SS90,S,2021,fevereiro,7.0,turbidez,ntu,3.73
SS90,S,2015,julho,29.0,clorofila a,,5
SS90,S,2016,abril,17.0,turbidez,ntu,5.17
SS90,S,2022,abril,22.0,clorofila a,,5.34
SS90,S,2018,abril,10.0,turbidez,ntu,5.47
SS90,S,2021,julho,23.0,turbidez,ntu,6.62
SS90,S,2021,abril,29.0,clorofila a,,8.54
SS90,S,2022,abril,22.0,turbidez,ntu,8.8
SS90,S,2017,janeiro,17.0,turbidez,ntu,9
SS90,S,2019,janeiro,18.0,turbidez,ntu,9.9
SS90,S,2020,junho,28.0,turbidez,ntu,10.8
SS90,S,2020,fevereiro,31.0,turbidez,ntu,11.9
SS90,S,2015,julho,29.0,turbidez,ntu,12.8
